station,day,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,precip_in,avg_wind_speed_kts,snow_in,avg_feel,IATA
SNA,2023-06-28,70.0,63.0,57.0,55.0,0.0,5.995936,,65.88321,SNA
OAK,2023-06-28,64.0,53.0,52.0,48.9,0.0,9.298046,,56.70397,OAK
SMF,2023-06-28,91.0,58.0,60.1,51.1,0.0,7.994581,,71.68443,SMF
SJC,2023-06-29,82.0,56.0,59.0,53.1,0.0,4.6924715,,67.5852,SJC
OAK,2023-06-29,71.0,54.0,54.0,50.0,0.0,7.994581,,59.779095,OAK
SNA,2023-06-29,74.0,63.0,59.0,54.0,0.0,5.300755,,67.24711,SNA
SMF,2023-06-29,99.0,57.0,63.0,51.1,0.0,5.387653,0.0,78.67872,SMF
OAK,2023-06-30,73.0,53.0,55.9,51.1,0.0,7.907684,,61.532963,OAK
SMF,2023-06-30,103.0,64.0,63.0,53.1,0.0,4.8662667,,84.46501,SMF
SNA,2023-06-30,78.0,63.0,60.1,57.0,0.0,4.9531646,,67.66864,SNA
SJC,2023-06-30,88.0,58.0,60.1,55.0,0.0,4.7793694,,71.62248,SJC
SNA,2023-07-01,75.0,64.0,61.0,57.9,0.0,5.7352433,,67.98446,SNA
OAK,2023-07-01,87.0,54.0,59.0,52.0,0.0,5.4745502,,67.67234,OAK
SJC,2023-07-01,94.0,60.0,61.0,53.1,0.0,4.5186763,,76.40429,SJC
SMF,2023-07-01,108.0,69.0,62.1,54.0,0.0,3.475905,,89.881874,SMF
SMF,2023-07-02,108.0,71.0,64.0,50.0,0.0,4.5186763,,89.34243,SMF
SNA,2023-07-02,76.0,64.0,61.0,59.0,0.0,4.0841885,,67.95937,SNA
OAK,2023-07-02,81.0,59.0,57.9,54.0,0.0,7.646991,,68.25205,OAK
SJC,2023-07-02,90.0,66.0,64.0,52.0,0.0,5.4745502,,77.81483,SJC
SMF,2023-07-03,99.0,66.0,57.9,51.1,0.0,9.993227,,80.38154,SMF
SNA,2023-07-03,74.0,63.0,60.1,57.9,0.0,4.8662667,,66.69108,SNA
OAK,2023-07-03,68.0,56.0,57.0,53.1,0.0,9.819431,,61.639374,OAK
SJC,2023-07-03,80.0,59.0,62.1,54.0,0.0,5.995936,,68.885155,SJC
SJC,2023-07-04,79.0,56.0,59.0,51.1,0.0,6.7780147,,65.46209,SJC
OAK,2023-07-04,68.0,56.0,54.0,52.0,0.0,9.037353,,60.40641,OAK
SMF,2023-07-04,91.0,59.0,57.0,46.9,0.0,9.298046,,72.78101,SMF
SNA,2023-07-04,76.0,62.0,59.0,55.9,0.0,4.8662667,,66.73603,SNA
SJC,2023-07-05,77.0,55.0,57.9,50.0,0.0,6.6911173,,64.751915,SJC
SMF,2023-07-05,89.0,58.0,57.0,51.1,0.0,10.167022,,70.610054,SMF
OAK,2023-07-05,68.0,56.0,54.0,51.1,0.0,9.732533,,61.11617,OAK
SNA,2023-07-05,75.0,62.0,57.0,54.0,0.0,4.344881,,67.21359,SNA
SMF,2023-07-06,86.0,56.0,57.0,51.1,0.0,9.471841,,69.281975,SMF
SNA,2023-07-06,73.0,62.0,57.0,55.0,0.0,5.12696,,66.1223,SNA
SJC,2023-07-06,74.0,57.0,57.0,51.8,0.0,7.7338886,,63.749058,SJC
OAK,2023-07-06,67.0,57.0,53.1,52.0,0.0,9.993227,,60.23182,OAK
OAK,2023-07-07,65.0,54.0,52.0,50.0,0.0001,11.470487,,57.93526,OAK
SNA,2023-07-07,73.0,64.0,57.9,53.1,0.0,5.8221407,,67.378395,SNA
SJC,2023-07-07,70.0,58.0,55.0,51.1,0.0,8.081479,,62.86662,SJC
SMF,2023-07-07,88.0,57.0,57.0,51.1,0.0,9.993227,,69.54269,SMF
SMF,2023-07-08,88.0,57.0,55.9,48.9,0.0,9.558739,,69.196236,SMF
OAK,2023-07-08,65.0,55.0,51.1,48.9,0.0,15.293982,,59.025925,OAK
SNA,2023-07-08,74.0,64.0,57.9,55.0,0.0,5.4745502,,67.892685,SNA
SJC,2023-07-08,70.0,54.0,52.0,48.9,0.0,9.819431,,61.02892,SJC
