station,day,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,precip_in,avg_wind_speed_kts,snow_in,avg_feel,IATA
SFB,2023-07-13,95.0,76.0,77.0,72.0,0.0001,4.5186763,0.0,88.699234,SFB
SRQ,2023-07-14,93.0,77.0,76.0,73.0,0.0,4.9531646,0.0,93.550896,SRQ
SFB,2023-07-14,97.0,75.0,77.0,71.0,0.07,4.7793694,0.0,86.004776,SFB
RSW,2023-07-14,92.0,77.0,80.0,69.0,0.49,4.344881,0.0,87.09447,RSW
PNS,2023-07-14,89.0,75.0,79.0,71.0,2.62,6.169731,0.0,84.78976,PNS
RSW,2023-07-15,91.0,75.0,79.0,72.0,0.13,2.6938264,0.0,88.82096,RSW
SFB,2023-07-15,95.0,76.0,77.0,73.0,0.04,5.561448,0.0,87.03729,SFB
SRQ,2023-07-15,92.0,80.0,77.0,72.0,0.06,4.6924715,0.0,94.74091,SRQ
PNS,2023-07-15,97.0,77.0,80.0,71.0,0.29,5.995936,0.0,95.24587,PNS
SRQ,2023-07-16,94.0,80.0,77.0,74.0,0.05,6.169731,0.0,96.38129,SRQ
RSW,2023-07-16,92.0,77.0,79.0,75.0,0.0001,4.2579837,0.0,93.691055,RSW
SFB,2023-07-16,91.0,77.0,78.0,74.0,0.13,6.169731,0.0,82.885216,SFB
PNS,2023-07-16,98.0,74.0,80.0,70.0,0.42,7.994581,0.0,93.93257,PNS
PNS,2023-07-17,93.0,76.0,76.0,70.0,0.0,3.910393,0.0,90.28914,PNS
SFB,2023-07-17,89.0,76.0,78.8,72.0,0.0001,6.430424,0.0,85.974236,SFB
RSW,2023-07-17,89.0,77.0,81.0,72.0,0.0001,2.5200312,0.0,88.23519,RSW
SRQ,2023-07-17,94.0,81.0,78.0,73.0,0.0001,6.7780147,0.0,97.61603,SRQ
SFB,2023-07-18,94.0,76.0,78.0,69.8,0.0001,4.605574,0.0,86.07471,SFB
SRQ,2023-07-18,92.0,77.0,77.0,72.0,0.38,5.12696,0.0,90.28405,SRQ
PNS,2023-07-18,93.0,77.0,74.0,71.0,0.0,3.8234954,0.0,92.26425,PNS
RSW,2023-07-18,92.0,75.0,78.0,72.0,0.0,4.171086,0.0,87.08179,RSW
PNS,2023-07-19,93.0,80.0,77.0,72.0,0.0,5.4745502,0.0,94.5429,PNS
SFB,2023-07-19,96.0,75.0,78.0,71.0,0.29,3.6497002,0.0,86.83259,SFB
RSW,2023-07-19,95.0,76.0,79.0,74.0,0.13,5.9090385,0.0,85.73327,RSW
SRQ,2023-07-19,94.0,76.0,77.0,72.0,0.0,5.12696,0.0,88.327736,SRQ
RSW,2023-07-20,95.0,76.0,79.0,71.0,0.19,4.344881,0.0,88.46962,RSW
PNS,2023-07-20,93.0,79.0,77.0,72.0,0.0,5.8221407,0.0,95.09005,PNS
SFB,2023-07-20,96.0,77.0,79.0,72.0,0.0,4.431779,0.0,92.68858,SFB
SRQ,2023-07-20,93.0,78.0,78.0,74.0,0.11,5.4745502,0.0,92.30857,SRQ
SRQ,2023-07-21,94.0,78.0,78.0,72.0,0.0,5.9090385,0.0,94.85215,SRQ
SFB,2023-07-21,97.0,78.0,77.0,71.0,0.0,6.6911173,0.0,96.02132,SFB
RSW,2023-07-21,95.0,77.0,79.0,74.0,0.3,2.1724405,0.0,88.287735,RSW
PNS,2023-07-21,94.0,81.0,78.0,74.0,0.0,7.125605,0.0,98.020744,PNS
PNS,2023-07-22,96.0,77.0,78.0,71.6,0.35,6.3435264,0.0,91.803444,PNS
SFB,2023-07-22,96.0,76.0,78.0,72.0,0.01,9.037353,0.0,93.61258,SFB
RSW,2023-07-22,93.0,78.0,80.0,68.0,0.0,5.2138577,0.0,95.42437,RSW
SRQ,2023-07-22,94.0,77.0,77.0,70.0,0.11,6.082834,0.0,96.28821,SRQ
SRQ,2023-07-23,94.0,78.0,78.0,73.0,0.08,7.0387077,0.0,95.53352,SRQ
RSW,2023-07-23,93.0,76.0,80.0,72.0,0.0,5.4745502,0.0,93.30103,RSW
SFB,2023-07-23,93.0,74.0,75.0,71.6,0.25,4.344881,0.0,82.29275,SFB
PNS,2023-07-23,89.0,75.0,76.0,71.0,0.0,5.6483455,0.0,86.323875,PNS
SRQ,2023-07-24,91.0,79.0,77.0,73.0,0.0,6.5173216,0.0,94.95784,SRQ
PNS,2023-07-24,90.0,76.0,73.0,63.0,0.0,5.561448,0.0,84.7516,PNS
SFB,2023-07-24,94.0,76.0,77.0,69.0,0.0001,7.994581,0.0,85.2621,SFB
RSW,2023-07-24,95.0,78.0,79.0,72.0,0.0,4.9531646,0.0,96.406166,RSW
SFB,2023-07-25,94.0,76.0,76.0,71.0,0.0001,6.082834,0.0,85.45119,SFB
RSW,2023-07-25,97.0,75.0,75.0,70.0,0.0001,3.910393,0.0,90.17299,RSW
PNS,2023-07-25,93.0,75.0,70.0,66.0,0.0,5.4745502,0.0,87.03834,PNS
SRQ,2023-07-25,94.0,78.0,77.0,70.0,0.0,5.4745502,0.0,91.762215,SRQ
SRQ,2023-07-26,95.0,77.0,75.0,69.0,0.02,4.9531646,0.0,89.47058,SRQ
PNS,2023-07-26,93.0,77.0,71.0,64.0,0.0,4.7793694,0.0,88.23472,PNS
SFB,2023-07-26,95.0,76.0,77.0,70.0,0.31,3.041417,0.0,85.37508,SFB
RSW,2023-07-26,93.0,73.0,77.0,70.0,0.0001,4.344881,0.0,86.20883,RSW
PNS,2023-07-27,94.0,78.0,72.0,69.0,0.0,5.0400624,0.0,90.243004,PNS
RSW,2023-07-27,93.0,76.0,76.0,72.0,0.0,6.3435264,0.0,86.86654,RSW
SFB,2023-07-27,86.0,75.0,79.0,74.0,0.09,3.8234954,0.0,82.49122,SFB
SRQ,2023-07-27,94.0,76.0,74.0,69.0,0.0,5.0400624,0.0,87.77683,SRQ
SFB,2023-07-28,91.0,75.0,77.0,72.0,0.0,4.9531646,0.0,87.22484,SFB
RSW,2023-07-28,87.0,75.0,80.0,74.0,0.33,5.9090385,0.0,84.492035,RSW
PNS,2023-07-28,95.0,77.0,72.0,67.0,0.0,3.9972906,0.0,88.63856,PNS
SRQ,2023-07-28,95.0,77.0,76.0,71.0,0.04,5.4745502,0.0,89.89299,SRQ
SFB,2023-07-29,94.0,76.0,79.0,74.0,0.0001,5.300755,0.0,89.01216,SFB
SRQ,2023-07-29,93.0,77.0,77.0,74.0,0.0,5.300755,0.0,92.560326,SRQ
RSW,2023-07-29,94.0,76.0,80.0,76.0,1.35,3.555478,0.0,87.331276,RSW
PNS,2023-07-29,95.0,77.0,75.0,71.0,0.0001,5.387653,0.0,92.41968,PNS
RSW,2023-07-30,95.0,76.0,80.0,74.0,0.0001,3.5628026,0.0,91.56347,RSW
SFB,2023-07-30,96.0,74.0,77.0,71.0,0.75,4.7793694,0.0,88.335915,SFB
PNS,2023-07-30,99.0,77.0,74.0,68.0,0.02,4.9531646,0.0,92.60918,PNS
SRQ,2023-07-30,94.0,80.0,77.0,71.0,0.0,5.4745502,0.0,96.42874,SRQ
PNS,2023-07-31,96.0,74.0,74.0,68.0,0.0,4.8662667,0.0,90.02705,PNS
SFB,2023-07-31,94.0,72.0,76.0,68.0,0.55,3.910393,0.0,80.930855,SFB
RSW,2023-07-31,93.0,76.0,80.0,73.0,0.02,4.0841885,0.0,88.5622,RSW
SRQ,2023-07-31,94.0,77.0,77.0,70.0,0.0,5.2138577,0.0,90.17891,SRQ
